Voxel51__hard-hat-detection/data/hard_hat_workers1054.png	215863	1789680218.4001240250
Voxel51__hard-hat-detection/data/hard_hat_workers1501.png	319419	1789680275.4642057270
Voxel51__hard-hat-detection/data/hard_hat_workers1034.png	245130	1789680215.8241210960
Voxel51__hard-hat-detection/data/hard_hat_workers1049.png	181812	1789680217.2801227430
Voxel51__hard-hat-detection/data/hard_hat_workers1042.png	240300	1789680216.7521221430
Voxel51__hard-hat-detection/data/hard_hat_workers1052.png	284114	1789680218.1601237480
Voxel51__hard-hat-detection/data/hard_hat_workers1504.png	166716	1789680275.6962061230
Voxel51__hard-hat-detection/data/hard_hat_workers1045.png	216704	1789680216.8881222970
Voxel51__hard-hat-detection/data/hard_hat_workers1503.png	277436	1789680275.8562063960
Voxel51__hard-hat-detection/data/hard_hat_workers1064.png	301196	1789680219.6601254820
Voxel51__hard-hat-detection/data/hard_hat_workers100.png	249516	1789680211.2081160200
Voxel51__hard-hat-detection/data/hard_hat_workers1035.png	244926	1789680215.5881208310
Voxel51__hard-hat-detection/data/hard_hat_workers1005.png	289215	1789680211.2081160200
Voxel51__hard-hat-detection/data/hard_hat_workers1048.png	349744	1789680217.1281225700
Voxel51__hard-hat-detection/data/hard_hat_workers1004.png	283588	1789680211.2361160500
Voxel51__hard-hat-detection/data/hard_hat_workers1066.png	223043	1789680219.6961255240
Voxel51__hard-hat-detection/data/hard_hat_workers1000.png	257579	1789680211.3081161280
Voxel51__hard-hat-detection/data/hard_hat_workers106.png	217410	1789680218.8921245910
Voxel51__hard-hat-detection/data/hard_hat_workers1003.png	203837	1789680211.3161161360
Voxel51__hard-hat-detection/data/hard_hat_workers1038.png	263245	1789680215.7041209620
Voxel51__hard-hat-detection/data/hard_hat_workers0.png	215330	1789680211.3361161580
Voxel51__hard-hat-detection/data/hard_hat_workers1058.png	240475	1789680218.7921244760
Voxel51__hard-hat-detection/data/hard_hat_workers1001.png	291181	1789680211.4401162690
Voxel51__hard-hat-detection/data/hard_hat_workers105.png	318814	1789680217.5961231040
Voxel51__hard-hat-detection/data/hard_hat_workers10.png	156273	1789680211.6201164640
Voxel51__hard-hat-detection/data/hard_hat_workers1037.png	295529	1789680215.9721212620
Voxel51__hard-hat-detection/data/hard_hat_workers1002.png	221136	1789680211.6801165290
Voxel51__hard-hat-detection/data/hard_hat_workers1047.png	266844	1789680217.4361229210
Voxel51__hard-hat-detection/data/hard_hat_workers1.png	303581	1789680211.7601166150
Voxel51__hard-hat-detection/data/hard_hat_workers1061.png	205241	1789680219.3361251060
Voxel51__hard-hat-detection/data/hard_hat_workers1006.png	270254	1789680211.8161166760
Voxel51__hard-hat-detection/data/hard_hat_workers1063.png	349573	1789680219.4681252590
Voxel51__hard-hat-detection/data/hard_hat_workers1007.png	227848	1789680211.9961168700
Voxel51__hard-hat-detection/data/hard_hat_workers1050.png	306334	1789680217.8841234320
Voxel51__hard-hat-detection/data/hard_hat_workers1009.png	216690	1789680212.4601173750
Voxel51__hard-hat-detection/data/hard_hat_workers1060.png	301533	1789680219.4401252260
Voxel51__hard-hat-detection/data/hard_hat_workers1008.png	292170	1789680212.5041174230
Voxel51__hard-hat-detection/data/hard_hat_workers1067.png	302468	1789680219.8281256770
Voxel51__hard-hat-detection/data/hard_hat_workers101.png	181997	1789680212.5441174670
Voxel51__hard-hat-detection/data/hard_hat_workers1051.png	240447	1789680217.9641235240
Voxel51__hard-hat-detection/data/hard_hat_workers1012.png	307733	1789680212.6641175970
Voxel51__hard-hat-detection/data/hard_hat_workers1505.png	238938	1789680276.0202066750
Voxel51__hard-hat-detection/data/hard_hat_workers1013.png	255489	1789680212.7401176800
Voxel51__hard-hat-detection/data/hard_hat_workers1053.png	251360	1789680218.0521236250
Voxel51__hard-hat-detection/data/hard_hat_workers1011.png	312911	1789680212.9801179410
Voxel51__hard-hat-detection/data/hard_hat_workers1065.png	305963	1789680219.4961252910
Voxel51__hard-hat-detection/data/hard_hat_workers1015.png	334473	1789680213.0001179640
Voxel51__hard-hat-detection/data/hard_hat_workers1508.png	269822	1789680276.1722069350
Voxel51__hard-hat-detection/data/hard_hat_workers1010.png	199707	1789680213.0241179890
Voxel51__hard-hat-detection/data/hard_hat_workers1055.png	331744	1789680218.2321238310
Voxel51__hard-hat-detection/data/hard_hat_workers1016.png	322936	1789680213.0601180290
Voxel51__hard-hat-detection/data/hard_hat_workers1062.png	264772	1789680219.6521254720
Voxel51__hard-hat-detection/data/hard_hat_workers1017.png	256295	1789680213.1001180730
Voxel51__hard-hat-detection/data/hard_hat_workers1056.png	236611	1789680218.4961241360
Voxel51__hard-hat-detection/data/hard_hat_workers1014.png	221060	1789680213.2001181830
Voxel51__hard-hat-detection/data/hard_hat_workers1057.png	273517	1789680218.5321241770
Voxel51__hard-hat-detection/data/hard_hat_workers1018.png	312713	1789680213.2921182840
Voxel51__hard-hat-detection/data/hard_hat_workers1059.png	193766	1789680218.7681244490
Voxel51__hard-hat-detection/data/hard_hat_workers1021.png	351561	1789680213.9241189790
Voxel51__hard-hat-detection/data/hard_hat_workers1068.png	184702	1789680220.0121258910
Voxel51__hard-hat-detection/data/hard_hat_workers1022.png	243796	1789680213.9881190490
Voxel51__hard-hat-detection/data/hard_hat_workers1506.png	348602	1789680276.2122070030
Voxel51__hard-hat-detection/data/hard_hat_workers1019.png	381638	1789680214.0801191520
Voxel51__hard-hat-detection/data/hard_hat_workers1507.png	286107	1789680276.2322070380
Voxel51__hard-hat-detection/data/hard_hat_workers1020.png	203140	1789680214.0841191560
Voxel51__hard-hat-detection/data/hard_hat_workers151.png	262955	1789680276.2922071410
Voxel51__hard-hat-detection/data/hard_hat_workers102.png	274609	1789680214.2041192890
Voxel51__hard-hat-detection/data/hard_hat_workers1509.png	314655	1789680276.3842072980
Voxel51__hard-hat-detection/data/hard_hat_workers1023.png	217935	1789680214.2081192930
Voxel51__hard-hat-detection/data/hard_hat_workers1025.png	231306	1789680214.2681193600
Voxel51__hard-hat-detection/data/hard_hat_workers1024.png	235732	1789680214.3401194400
Voxel51__hard-hat-detection/data/hard_hat_workers1026.png	314093	1789680214.3481194490
Voxel51__hard-hat-detection/data/hard_hat_workers1027.png	311110	1789680214.4321195420
Voxel51__hard-hat-detection/data/hard_hat_workers1028.png	228602	1789680214.4681195820
Voxel51__hard-hat-detection/data/hard_hat_workers1029.png	309807	1789680214.8481200040
